spayneuter,uniqueid,dateofbite,species,breed,age,gender,borough,zipcode
true,3059,2022-10-16T00:00:00.000,DOG,GOLDEN DOODLE MIX,2,M,Queens,10007
false,579,2022-10-16T00:00:00.000,DOG,Rottweiler,,U,Brooklyn,11218
false,585,2022-10-16T00:00:00.000,DOG,Rottweiler,2,F,Brooklyn,11233
false,1157,2022-10-16T00:00:00.000,DOG,Yorkshire Terrier,,U,Bronx,
false,1158,2022-10-16T00:00:00.000,DOG,MIXED,,U,Bronx,10457
false,1161,2022-10-16T00:00:00.000,DOG,Siberian Husky,,U,Bronx,10473
false,3053,2022-10-17T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,3054,2022-10-17T00:00:00.000,DOG,Bull dog,,U,Queens,
true,580,2022-10-17T00:00:00.000,DOG,AUSTRALIAN CATTLE DOG X,1,F,Brooklyn,11216
false,586,2022-10-17T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,,U,Brooklyn,11238
false,1159,2022-10-17T00:00:00.000,DOG,Rottweiler,,U,Bronx,10455
true,1164,2022-10-17T00:00:00.000,DOG,PIT BULL MIX,10,U,Bronx,
false,1168,2022-10-17T00:00:00.000,DOG,Pit Bull,,M,Bronx,10460
false,1959,2022-10-18T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10040
false,3055,2022-10-18T00:00:00.000,DOG,Bull dog,4,M,Queens,11691
false,592,2022-10-18T00:00:00.000,DOG,UNKNOWN,1,M,Brooklyn,11238
false,593,2022-10-18T00:00:00.000,DOG,UNKNOWN,7,M,Brooklyn,11206
false,3388,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3389,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3390,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3391,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3392,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3393,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3394,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,1163,2022-10-18T00:00:00.000,DOG,UNKNOWN,,U,Bronx,10461
false,3395,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3396,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10301
false,3397,2022-10-18T00:00:00.000,DOG,Pit Bull,,U,Staten Island,
true,3400,2022-10-18T00:00:00.000,DOG,Pit Bull,,M,Staten Island,10312
false,1961,2022-10-19T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,1962,2022-10-19T00:00:00.000,DOG,Australian Shepherd,1,M,Manhattan,10037
false,1963,2022-10-19T00:00:00.000,DOG,Yorkshire Terrier,,F,Manhattan,10039
true,1968,2022-10-19T00:00:00.000,DOG,Shih Tzu,9,F,Manhattan,10034
true,3057,2022-10-19T00:00:00.000,DOG,Shih Tzu,1,M,Queens,11436
false,588,2022-10-19T00:00:00.000,DOG,Labrador Retriever,,U,Brooklyn,11216
false,590,2022-10-19T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11201
false,591,2022-10-19T00:00:00.000,DOG,Maltese,,U,Brooklyn,11214
false,1156,2022-10-19T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,3410,2022-10-19T00:00:00.000,DOG,POMERANIAN/CHIHUAHUA MIX,3M,M,Staten Island,10308
false,1966,2022-10-20T00:00:00.000,DOG,Pit Bull,,M,Manhattan,10128
true,1967,2022-10-20T00:00:00.000,DOG,UNKNOWN,13,F,Manhattan,10023
false,1970,2022-10-20T00:00:00.000,DOG,MASTIFF,,M,Manhattan,10128
false,3056,2022-10-20T00:00:00.000,DOG,"Poodle, Toy",1,F,Queens,11374
true,3058,2022-10-20T00:00:00.000,DOG,Maltese,1,M,Queens,11101
true,597,2022-10-20T00:00:00.000,DOG,COLLIE/WHIPPET,1,M,Brooklyn,11206
false,599,2022-10-20T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,11206
true,600,2022-10-20T00:00:00.000,DOG,Maltese,2,M,Brooklyn,11223
false,676,2022-10-20T00:00:00.000,DOG,HUSKY/BULL DOG X,,U,Brooklyn,11213
true,1165,2022-10-20T00:00:00.000,DOG,Havanese,2,F,Bronx,10465
false,1969,2022-10-21T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,3063,2022-10-21T00:00:00.000,DOG,UNKNOWN,8,M,Queens,11697
false,1169,2022-10-21T00:00:00.000,DOG,UNKNOWN,,U,Bronx,10472
false,1170,2022-10-21T00:00:00.000,DOG,Pit Bull,,U,Bronx,
false,1171,2022-10-21T00:00:00.000,DOG,Pit Bull,2,M,Bronx,
false,1971,2022-10-22T00:00:00.000,DOG,HUSKY,,U,Manhattan,
false,1972,2022-10-22T00:00:00.000,DOG,SHEPERD,,U,Manhattan,
true,3060,2022-10-22T00:00:00.000,DOG,Chihuahua Crossbreed,8,F,Queens,11375
false,3061,2022-10-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,11364
true,3062,2022-10-22T00:00:00.000,DOG,MALTIPOO MIX,3,M,Queens,11357
false,595,2022-10-22T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,11233
true,1166,2022-10-22T00:00:00.000,DOG,Labrador Retriever,8,F,Bronx,10463
false,1167,2022-10-22T00:00:00.000,DOG,Pit Bull,1,M,Bronx,10466
false,1174,2022-10-22T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,1973,2022-10-23T00:00:00.000,DOG,TERRIER,,U,Manhattan,10022
false,3065,2022-10-23T00:00:00.000,DOG,POODLE MIX,6M,M,Queens,11101
false,2253,2022-10-23T00:00:00.000,DOG,Pit Bull,,U,Other,11201
false,2259,2022-10-23T00:00:00.000,DOG,UNKNOWN,5,U,Other,10701
false,596,2022-10-23T00:00:00.000,DOG,Shih Tzu,,U,Brooklyn,11226
false,3407,2022-10-23T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,
false,3408,2022-10-23T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10310
false,3411,2022-10-23T00:00:00.000,DOG,POMERANIAN/CHIHUAHUA MIX,3M,M,Staten Island,10308
false,3415,2022-10-23T00:00:00.000,DOG,"Pointer, German Shorthaired",,U,Staten Island,10309
false,1974,2022-10-24T00:00:00.000,DOG,"Poodle, Toy",,U,Manhattan,
false,1975,2022-10-24T00:00:00.000,DOG,Chihuahua,,U,Manhattan,10011
false,3064,2022-10-24T00:00:00.000,DOG,"Poodle, Miniature",1,M,Queens,11379
false,3066,2022-10-24T00:00:00.000,DOG,Pit Bull,8,F,Queens,11413
false,3067,2022-10-24T00:00:00.000,DOG,MIXED,2,F,Queens,
false,598,2022-10-24T00:00:00.000,DOG,Shih Tzu,,U,Brooklyn,11220
false,601,2022-10-24T00:00:00.000,DOG,MIXED,,U,Brooklyn,11233
false,602,2022-10-24T00:00:00.000,DOG,Beagle,2,M,Brooklyn,11206
false,1994,2022-10-25T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,594,2022-10-25T00:00:00.000,DOG,"Poodle, Standard",,U,Brooklyn,11228
false,1184,2022-10-25T00:00:00.000,DOG,Pit Bull,1,F,Bronx,10475
false,3457,2022-10-25T00:00:00.000,DOG,UNKNOWN,2,M,Staten Island,10309
false,1978,2022-10-26T00:00:00.000,DOG,UNKNOWN,7M,F,Manhattan,10029
false,1981,2022-10-26T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,1983,2022-10-26T00:00:00.000,DOG,Pit Bull,9,M,Manhattan,10075
false,3068,2022-10-26T00:00:00.000,DOG,Chihuahua,,U,Queens,11373
false,3069,2022-10-26T00:00:00.000,DOG,Siberian Husky,1,M,Queens,11418
false,1175,2022-10-26T00:00:00.000,DOG,Pit Bull,,U,Bronx,10452
false,1178,2022-10-26T00:00:00.000,DOG,Jack Russ,2,M,Bronx,10457
true,1182,2022-10-26T00:00:00.000,DOG,CHIHUAHUA MIX,10,F,Bronx,10464
false,1201,2022-10-26T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,3412,2022-10-26T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,10305
false,1980,2022-10-27T00:00:00.000,DOG,DACHSHUND,,F,Manhattan,10017
false,1982,2022-10-27T00:00:00.000,DOG,UNKNOWN,,F,Manhattan,10026
false,3070,2022-10-27T00:00:00.000,DOG,German Shepherd,,U,Queens,11106
false,3071,2022-10-27T00:00:00.000,DOG,AMERICAN BULLY,1,F,Queens,11420
false,3072,2022-10-27T00:00:00.000,DOG,UNKNOWN,,U,Queens,11373
false,613,2022-10-27T00:00:00.000,DOG,Chihuahua,,U,Brooklyn,
true,614,2022-10-27T00:00:00.000,DOG,Pit Bull,4,M,Brooklyn,11222
false,1177,2022-10-27T00:00:00.000,DOG,MIXED,,F,Bronx,10460
true,1179,2022-10-27T00:00:00.000,DOG,Pit Bull,1,M,Bronx,
false,3417,2022-10-27T00:00:00.000,DOG,Chihuahua,,U,Staten Island,10308
false,1991,2022-10-28T00:00:00.000,DOG,UNKNOWN,3,M,Manhattan,10012
true,1993,2022-10-28T00:00:00.000,DOG,AMERICAN BULLY,4,F,Manhattan,10065
false,2054,2022-10-28T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10003
false,3073,2022-10-28T00:00:00.000,DOG,Cock-A-Poo,3,F,Queens,11692
false,3074,2022-10-28T00:00:00.000,DOG,MIXED,2,M,Queens,11413
false,3075,2022-10-28T00:00:00.000,DOG,Pit Bull,,U,Queens,11375
false,1185,2022-10-28T00:00:00.000,DOG,Yorkshire Terrier,,U,Bronx,10469
false,1989,2022-10-29T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,3076,2022-10-29T00:00:00.000,DOG,MIXED,12,M,Queens,11420
false,3077,2022-10-29T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,6,M,Queens,11356
false,3078,2022-10-29T00:00:00.000,DOG,UNKNOWN,,U,Queens,11375
false,3089,2022-10-29T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,612,2022-10-29T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,,U,Brooklyn,11233
false,615,2022-10-29T00:00:00.000,DOG,Mixed/Other,2,M,Brooklyn,11208
false,1197,2022-10-29T00:00:00.000,DOG,Rottweiler,,U,Bronx,
true,3418,2022-10-29T00:00:00.000,DOG,Cock-A-Poo,6,M,Staten Island,10308
false,1984,2022-10-30T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10032
false,1986,2022-10-30T00:00:00.000,DOG,BULLDOG,,U,Manhattan,10128
false,1987,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,1988,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,1992,2022-10-30T00:00:00.000,DOG,CHIHUAHUA MIX,3,M,Manhattan,10065
false,1998,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10022
false,2000,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,2007,2022-10-30T00:00:00.000,DOG,SHEPHERD,,U,Manhattan,10002
false,3079,2022-10-30T00:00:00.000,DOG,Pit Bull,,U,Queens,11355
false,2257,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Other,12148
false,617,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11218
false,1181,2022-10-30T00:00:00.000,DOG,UNKNOWN,,U,Bronx,10462
false,1183,2022-10-30T00:00:00.000,DOG,Siberian Husky,,U,Bronx,10453
false,1985,2022-10-31T00:00:00.000,DOG,HUSKY,2,M,Manhattan,10128
false,1990,2022-10-31T00:00:00.000,DOG,MIXED,,U,Manhattan,10009
true,1995,2022-10-31T00:00:00.000,DOG,AUST. SHEPHARD MIX,11M,M,Manhattan,10128
false,1996,2022-10-31T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10033
false,1997,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10003
false,2006,2022-10-31T00:00:00.000,DOG,UNKNOWN,7M,F,Manhattan,10029
false,3080,2022-10-31T00:00:00.000,DOG,MIXED,3,F,Queens,11354
false,3081,2022-10-31T00:00:00.000,DOG,AMERICAN BULLY,4,M,Queens,11428
false,3082,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,3083,2022-10-31T00:00:00.000,DOG,AMERICAN BULLY,1,M,Queens,
false,3084,2022-10-31T00:00:00.000,DOG,MIXED,2,M,Queens,11375
false,3085,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,3086,2022-10-31T00:00:00.000,DOG,Shih Tzu,7M,M,Queens,11355
true,3091,2022-10-31T00:00:00.000,DOG,Maltese,12,M,Queens,11361
false,2275,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Other,
false,616,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,
false,620,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11234
false,3419,2022-10-31T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,10314
false,1999,2022-11-01T00:00:00.000,DOG,BULLDOG,9,F,Manhattan,10065
true,2001,2022-11-01T00:00:00.000,DOG,WELSH TERRIER,5,M,Manhattan,
false,2002,2022-11-01T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10069
false,2004,2022-11-01T00:00:00.000,DOG,BULLDOG,4,M,Manhattan,
false,2005,2022-11-01T00:00:00.000,DOG,UNKNOWN,5,F,Manhattan,10029
true,3087,2022-11-01T00:00:00.000,DOG,CORGI,7,M,Queens,11101
false,3121,2022-11-01T00:00:00.000,DOG,Pit Bull,,U,Queens,11102
false,618,2022-11-01T00:00:00.000,DOG,German Shepherd,,U,Brooklyn,11225
true,1188,2022-11-01T00:00:00.000,DOG,Bull dog,2,M,Bronx,10460
false,2011,2022-11-02T00:00:00.000,DOG,SHEPERD,,U,Manhattan,10128
false,3088,2022-11-02T00:00:00.000,DOG,Bull dog,,U,Queens,11372
false,621,2022-11-02T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11249
false,622,2022-11-02T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11215
false,1186,2022-11-02T00:00:00.000,DOG,MIXED,6M,M,Bronx,10451
false,1187,2022-11-02T00:00:00.000,DOG,UNKNOWN,6,M,Bronx,10455
false,1195,2022-11-02T00:00:00.000,DOG,"Bull Dog, English",,U,Bronx,10462
false,3421,2022-11-02T00:00:00.000,DOG,Pit Bull,8M,M,Staten Island,10303
false,2003,2022-11-03T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,2008,2022-11-03T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10032
false,2009,2022-11-03T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,2010,2022-11-03T00:00:00.000,DOG,CATAHOULA MIX,7M,F,Manhattan,
false,3093,2022-11-03T00:00:00.000,DOG,"Shar-Pei, Chinese",3,F,Queens,11378
false,628,2022-11-03T00:00:00.000,DOG,UNKNOWN,9,M,Brooklyn,11238
false,632,2022-11-03T00:00:00.000,DOG,MIXED,11M,M,Brooklyn,11226
false,1190,2022-11-03T00:00:00.000,DOG,Pit Bull,,U,Bronx,10470
false,1191,2022-11-03T00:00:00.000,DOG,MIXED,,M,Bronx,10460
false,3090,2022-11-04T00:00:00.000,DOG,MIXED,,U,Queens,11417
false,3094,2022-11-04T00:00:00.000,DOG,Dalmatian,5,M,Queens,
false,3096,2022-11-04T00:00:00.000,DOG,Pit Bull,,U,Queens,11692
true,623,2022-11-04T00:00:00.000,DOG,BOXER/BULLDOG MIX,2,M,Brooklyn,
false,1189,2022-11-04T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
true,1192,2022-11-04T00:00:00.000,DOG,Pit Bull,5,M,Bronx,10454
false,1204,2022-11-04T00:00:00.000,DOG,Siberian Husky,,U,Bronx,10451
true,3423,2022-11-04T00:00:00.000,DOG,Chihuahua,1,M,Staten Island,10314
true,3424,2022-11-04T00:00:00.000,DOG,Chihuahua,1,M,Staten Island,10305
true,2012,2022-11-05T00:00:00.000,DOG,Norfolk Terrier,12,F,Manhattan,10010
false,3095,2022-11-05T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,624,2022-11-05T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11201
false,633,2022-11-05T00:00:00.000,DOG,MIXED,11M,M,Brooklyn,11226
false,1193,2022-11-05T00:00:00.000,DOG,Pit Bull,,F,Bronx,10472
false,1205,2022-11-05T00:00:00.000,DOG,Pit Bull,,U,Bronx,10468
false,1207,2022-11-05T00:00:00.000,DOG,Bull dog,,M,Bronx,
false,3422,2022-11-05T00:00:00.000,DOG,UNKNOWN,5,M,Staten Island,10310
false,3425,2022-11-05T00:00:00.000,DOG,WHITE SHEPHERD,3,M,Staten Island,
false,2013,2022-11-06T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,2015,2022-11-06T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10128
false,3092,2022-11-06T00:00:00.000,DOG,Pit Bull,,U,Queens,11413
false,3097,2022-11-06T00:00:00.000,DOG,Pit Bull,,U,Queens,11102
false,3098,2022-11-06T00:00:00.000,DOG,AUSTRALIAN DOGO,,M,Queens,11101
false,3099,2022-11-06T00:00:00.000,DOG,Bull dog,,U,Queens,11358
false,3105,2022-11-06T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,648,2022-11-06T00:00:00.000,DOG,SHEPERD,,U,Brooklyn,
false,1194,2022-11-06T00:00:00.000,DOG,Pit Bull,4,M,Bronx,10455
false,1198,2022-11-06T00:00:00.000,DOG,Pit Bull,2,M,Bronx,10469
false,1199,2022-11-06T00:00:00.000,DOG,Pit Bull,2,M,Bronx,10469
false,1200,2022-11-06T00:00:00.000,DOG,German Shepherd,,U,Bronx,10473
false,3420,2022-11-06T00:00:00.000,DOG,MIXED,,U,Staten Island,10314
false,2014,2022-11-07T00:00:00.000,DOG,Miniature Pinscher,,U,Manhattan,10033
false,2016,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10128
false,3100,2022-11-07T00:00:00.000,DOG,UNKNOWN,,U,Queens,11368
false,3101,2022-11-07T00:00:00.000,DOG,German Shepherd,,U,Queens,11106
false,3106,2022-11-07T00:00:00.000,DOG,POMERANIAN / CHIHUAHUA MIX,3,F,Queens,11361
false,625,2022-11-07T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11209
false,626,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,
false,629,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,
false,634,2022-11-07T00:00:00.000,DOG,MIXED,1,M,Brooklyn,11222
false,636,2022-11-07T00:00:00.000,DOG,TERRIER,,U,Brooklyn,
false,1210,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Bronx,10457
true,1214,2022-11-07T00:00:00.000,DOG,UNKNOWN,,M,Bronx,10469
false,3426,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10305
false,3427,2022-11-07T00:00:00.000,DOG,Pit Bull,,U,Staten Island,10305
false,2017,2022-11-08T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10002
false,2019,2022-11-08T00:00:00.000,DOG,COLLIE,,U,Manhattan,
true,2020,2022-11-08T00:00:00.000,DOG,Shih Tzu,11,M,Manhattan,10065
false,2021,2022-11-08T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,2024,2022-11-08T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,10128
true,3102,2022-11-08T00:00:00.000,DOG,Greyhound,8,F,Queens,
true,627,2022-11-08T00:00:00.000,DOG,Labrador Retriever,6,M,Brooklyn,11229
false,638,2022-11-08T00:00:00.000,DOG,UNKNOWN,3,M,Brooklyn,11212
false,647,2022-11-08T00:00:00.000,DOG,Pit Bull,3,M,Brooklyn,11231
false,3103,2022-11-09T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Queens,11106
false,3104,2022-11-09T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Queens,11106
false,3107,2022-11-09T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,2258,2022-11-09T00:00:00.000,DOG,UNKNOWN,,U,Other,
false,1202,2022-11-09T00:00:00.000,DOG,Pit Bull,1,M,Bronx,10462
false,1203,2022-11-09T00:00:00.000,DOG,Pit Bull,,U,Bronx,10473
false,1211,2022-11-09T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,1225,2022-11-09T00:00:00.000,DOG,German Shepherd,,U,Bronx,10458
false,3108,2022-11-10T00:00:00.000,DOG,Pit Bull,12,M,Queens,11368
false,3109,2022-11-10T00:00:00.000,DOG,MASTIFF,,U,Queens,
true,635,2022-11-10T00:00:00.000,DOG,LABRADOR MIX,8,M,Brooklyn,
false,637,2022-11-10T00:00:00.000,DOG,UNKNOWN,4,F,Brooklyn,11208
true,3430,2022-11-10T00:00:00.000,DOG,Belgian Malinois,1,M,Staten Island,
true,2018,2022-11-11T00:00:00.000,DOG,BICHON FRISE / SHIH TZU MIX,4,M,Manhattan,10024
false,2028,2022-11-11T00:00:00.000,DOG,Yorkshire Terrier,5,M,Manhattan,10031
true,2031,2022-11-11T00:00:00.000,DOG,UNKNOWN,10,F,Manhattan,10014
false,2260,2022-11-11T00:00:00.000,DOG,UNKNOWN,3,F,Other,12549
false,2261,2022-11-11T00:00:00.000,DOG,UNKNOWN,,U,Other,
false,1220,2022-11-11T00:00:00.000,DOG,UNKNOWN,8,M,Bronx,10472
false,3428,2022-11-11T00:00:00.000,DOG,Jack Russ,,U,Staten Island,10309
false,3429,2022-11-11T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,10310
false,2025,2022-11-12T00:00:00.000,DOG,Dalmatian,,U,Manhattan,10001
false,2026,2022-11-12T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10128
false,2027,2022-11-12T00:00:00.000,DOG,UNKNOWN,8,F,Manhattan,10029
true,3112,2022-11-12T00:00:00.000,DOG,Maltese,9,M,Queens,11415
false,2262,2022-11-12T00:00:00.000,DOG,MASTIFF,1,M,Other,7073
false,639,2022-11-12T00:00:00.000,DOG,,,U,Brooklyn,
false,642,2022-11-12T00:00:00.000,DOG,German Shepherd,,U,Brooklyn,11208
false,1208,2022-11-12T00:00:00.000,DOG,Pit Bull,,U,Bronx,10467
false,1209,2022-11-12T00:00:00.000,DOG,BULL MASTER,,M,Bronx,
false,1212,2022-11-12T00:00:00.000,DOG,YORKIE / SHIH TZU MIX,5M,F,Bronx,
true,1217,2022-11-12T00:00:00.000,DOG,MALTESE/HAVANESE MIX,3,M,Bronx,10463
false,1219,2022-11-12T00:00:00.000,DOG,Pit Bull,,U,Bronx,10456
false,3431,2022-11-12T00:00:00.000,DOG,HUSKY,,U,Staten Island,
false,2022,2022-11-13T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,2023,2022-11-13T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,2033,2022-11-13T00:00:00.000,DOG,SHEPERD MIX,4,M,Manhattan,10002
true,2034,2022-11-13T00:00:00.000,DOG,SHEPERD MIX,4,M,Manhattan,10012
false,630,2022-11-13T00:00:00.000,DOG,German Shepherd,,U,Brooklyn,11210
false,2029,2022-11-14T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
false,1218,2022-11-14T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,2030,2022-11-15T00:00:00.000,DOG,UNKNOWN,,U,Manhattan,
true,2032,2022-11-15T00:00:00.000,DOG,"Bull Dog, French",2,M,Manhattan,10016
false,631,2022-11-15T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,11233
true,644,2022-11-15T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,11236
false,1206,2022-11-15T00:00:00.000,DOG,Pit Bull,,M,Bronx,10472
false,1213,2022-11-15T00:00:00.000,DOG,UNKNOWN,5,M,Bronx,10473
false,1215,2022-11-15T00:00:00.000,DOG,Siberian Husky,1,M,Bronx,10453
true,3443,2022-11-15T00:00:00.000,DOG,MALTESE/YORKIE MIX,5,M,Staten Island,
false,1233,2022-11-15T00:00:00.000,DOG,Pit Bull,,U,Bronx,
true,2035,2022-11-16T00:00:00.000,DOG,CHIHUAHUA MIX,4,F,Manhattan,10065
false,3113,2022-11-16T00:00:00.000,DOG,UNKNOWN,,U,Queens,
true,646,2022-11-16T00:00:00.000,DOG,AUSTRALIAN CATTLE,1,M,Brooklyn,11234
true,2263,2022-11-17T00:00:00.000,DOG,Rottweiler,8M,F,Other,11561
false,641,2022-11-17T00:00:00.000,DOG,Pit Bull,,U,Brooklyn,11208
false,649,2022-11-17T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11228
false,690,2022-11-17T00:00:00.000,DOG,Boston Terrier,11,M,Brooklyn,11234
false,3436,2022-11-17T00:00:00.000,DOG,Pit Bull,2,F,Staten Island,10306
true,3114,2022-11-18T00:00:00.000,DOG,American Staffordshire Terrier,7,M,Queens,11428
true,3115,2022-11-18T00:00:00.000,DOG,Shih Tzu,6,M,Queens,11354
false,3122,2022-11-18T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,640,2022-11-18T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11216
false,3435,2022-11-18T00:00:00.000,DOG,BULLY MIX,,U,Staten Island,10306
false,3437,2022-11-18T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,
false,2036,2022-11-19T00:00:00.000,DOG,Bull dog,4,M,Manhattan,
false,2037,2022-11-19T00:00:00.000,DOG,Chow Chow,,U,Manhattan,
false,3116,2022-11-19T00:00:00.000,DOG,Maltese,,F,Queens,11379
false,3118,2022-11-19T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,3127,2022-11-19T00:00:00.000,DOG,MIXED,,M,Queens,11369
true,669,2022-11-19T00:00:00.000,DOG,American Staffordshire Terrier,8,F,Brooklyn,11201
false,1216,2022-11-19T00:00:00.000,DOG,Pit Bull,6,M,Bronx,10462
false,1222,2022-11-19T00:00:00.000,DOG,UNKNOWN,,U,Bronx,
false,1223,2022-11-19T00:00:00.000,DOG,UNKNOWN,,M,Bronx,10452
false,3432,2022-11-19T00:00:00.000,DOG,HUSKY,4,M,Staten Island,10301
false,2041,2022-11-20T00:00:00.000,DOG,UNKNOWN,3,M,Manhattan,10009
false,3117,2022-11-20T00:00:00.000,DOG,Shih Tzu,,U,Queens,
false,662,2022-11-20T00:00:00.000,DOG,MIXED,11,M,Brooklyn,11226
false,663,2022-11-20T00:00:00.000,DOG,MIXED,11,M,Brooklyn,11226
false,1229,2022-11-20T00:00:00.000,DOG,UNKNOWN,,U,Bronx,10475
true,2038,2022-11-21T00:00:00.000,DOG,UNKNOWN,4,F,Manhattan,10065
true,2039,2022-11-21T00:00:00.000,DOG,Dalmatian,5,M,Manhattan,
false,2040,2022-11-21T00:00:00.000,DOG,HUSKY,,U,Manhattan,
true,2051,2022-11-21T00:00:00.000,DOG,SHARPEI,4,F,Manhattan,10065
false,3119,2022-11-21T00:00:00.000,DOG,Pit Bull,1,M,Queens,11106
false,3148,2022-11-21T00:00:00.000,DOG,German Shepherd,,U,Queens,11427
false,643,2022-11-21T00:00:00.000,DOG,UNKNOWN,,U,Brooklyn,11206
false,1221,2022-11-21T00:00:00.000,DOG,UNKNOWN,,U,Bronx,10473
false,3433,2022-11-21T00:00:00.000,DOG,UNKNOWN,,U,Staten Island,
false,3120,2022-11-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,
false,3123,2022-11-22T00:00:00.000,DOG,UNKNOWN,,U,Queens,
